epoch,acc,loss,lr
0,0.8085765920544122,0.45258899193145274,1e-04
1,0.8303193830389171,0.382098311237626,1e-04
2,0.835660816651385,0.3593823329014424,1e-04
3,0.8400600150486492,0.3468117878947401,1e-04
4,0.8565175089790923,0.3276011290567181,1e-04
5,0.8654222147536316,0.3098372739120306,1e-04
6,0.8739779509639288,0.2930622356009521,1e-04
7,0.8841397542900761,0.2737852541191318,1e-04
8,0.8929304329893224,0.258442830570972,1e-04
9,0.9002587057026264,0.24134786212802123,1e-04
10,0.9068029662255804,0.22790487451364078,1e-04
11,0.9129180234002088,0.21513793751668026,1e-04
12,0.9159074207241125,0.20708153489829992,1e-04
13,0.9196598676708637,0.19940437457125523,1e-04
14,0.9224037577002346,0.19424144583526193,1e-04
15,0.927986453212268,0.17997510781243892,1e-04
16,0.9304058538605628,0.17413498686058637,1e-04
17,0.934751185289868,0.1649070285072353,1e-04
18,0.9384078229961426,0.1557734887958703,1e-04
19,0.942252237367404,0.1475823965176681,1e-04
20,0.944658472922176,0.1420750780234122,1e-04
21,0.9496248754279873,0.12964898200726246,1e-04
22,0.953564005252121,0.12031887439896145,1e-04
23,0.9561757938745086,0.1135715502674734,1e-04
24,0.9576593718445885,0.11007657876358873,1e-04
25,0.9606890102133366,0.10249537908094,1e-04
26,0.9627472213094268,0.09799001412981118,1e-04
27,0.9645619813299857,0.09352065023405574,1e-04
28,0.966215657961877,0.0890235637430849,1e-04
29,0.9688984363753272,0.08217712153355469,1e-04
30,0.9706878430470471,0.07728682542263897,1e-04
31,0.9720217113811258,0.07387061796105492,1e-04
32,0.9730987613800013,0.07124012416025614,1e-04
33,0.9750664776535396,0.06617444480576598,1e-04
34,0.9755862212105761,0.06533321626425542,1e-04
35,0.9753776561780751,0.0662050294803123,1e-04
36,0.9780304971464437,0.05828039989899403,1e-04
37,0.9790381302389112,0.05553230093747943,1e-04
38,0.9804717003828353,0.051992586727061356,1e-04
39,0.9811204325343007,0.050391108525908106,1e-04
40,0.9818948998835415,0.04836745028300167,1e-04
41,0.9821424696117781,0.04723787254184532,1e-04
42,0.9826986841492555,0.04625131496732928,1e-04
43,0.9828072052807981,0.045807936234696874,1e-04
44,0.9840297701799474,0.04277461878499266,1e-04
45,0.98550544596773,0.03824461940131599,1e-04
46,0.985814778819845,0.03819807769295187,1e-04
47,0.9859634995648835,0.03758876352301706,1e-04
48,0.9862768372276571,0.03659802029353653,1e-04
49,0.9869676198439575,0.03466255799389045,1e-04
50,0.9866874072977341,0.03565609974618913,1e-04
51,0.9881980425750286,0.031127734020011025,1e-04
52,0.9887643774727133,0.029610412445443126,1e-04
53,0.987946777358816,0.03246806308297561,1e-04
54,0.9885525198721019,0.03060440454296591,1e-04
55,0.9895078922146682,0.027390007741784596,1e-04
56,0.9890049217624876,0.029461138388127278,1e-04
57,0.9897791945727139,0.026853400733510228,1e-04
58,0.9895611566389907,0.027520411570613842,1e-04
59,0.9900881955032288,0.026780657053853005,1e-04
60,0.990619623736371,0.024848083283540337,1e-04
61,0.9912591971115666,0.023143728706532557,1e-04
62,0.9915930146666312,0.022096602360557584,1e-04
63,0.9919750284621313,0.02071986228630747,1e-04
64,0.9919457418658723,0.020806934802953335,1e-04
65,0.9918209950882488,0.02154892717015828,1e-04
66,0.9922733305943144,0.02019052435445348,1e-04
67,0.991908509113589,0.0211141718725128,1e-04
68,0.9918985716162888,0.021335477171992474,1e-04
69,0.9927900799831131,0.018709475735840968,1e-04
70,0.9920609325029274,0.021325015624040534,1e-04
71,0.9919647509452856,0.021196074396854423,1e-04
72,0.9936518625813826,0.01638408685706285,1e-04
73,0.9937559541367806,0.016025430957623425,1e-04
74,0.9939462331610645,0.015608090917266447,1e-04
75,0.993074896964605,0.0180174930548622,1e-04
76,0.9938513678962021,0.015894220024862255,1e-04
77,0.9937841186967883,0.016166445624089167,1e-04
78,0.9926037217768447,0.01958707267216938,1e-04
79,0.9950060852895981,0.012627958671718035,5e-05
80,0.995416258936998,0.011579040535409327,5e-05
81,0.9957220674879367,0.01070051681137045,5e-05
82,0.9956527110336327,0.01104652456237418,5e-05
83,0.9958059498672425,0.010508628521264659,5e-05
84,0.9956085641425556,0.011372246526808464,5e-05
85,0.9960687105877892,0.009938456999589682,5e-05
86,0.9959719788406698,0.010182421835062887,5e-05
87,0.9959314040851442,0.01052959168941889,5e-05
88,0.9963156263598522,0.00922751731730668,5e-05
89,0.9963657751467556,0.009040781503505005,5e-05
90,0.9964273746168067,0.008875243956117197,5e-05
91,0.9965568895776878,0.008564312128522279,5e-05
92,0.996064253987106,0.010121800300428323,5e-05
93,0.9967728115936026,0.008038466265881184,5e-05
94,0.996620999975792,0.008438387819114148,5e-05
95,0.9965793884949284,0.008740966431178611,5e-05
96,0.9967593458403154,0.008068608042841416,5e-05
97,0.9966696061982551,0.008363230092859993,5e-05
98,0.9968104782451009,0.007944456475057107,2.5e-05
99,0.9972210207256661,0.0068267057384960176,2.5e-05
100,0.9970721871743646,0.007228086971218799,2.5e-05
101,0.9972522465915288,0.006805975575516468,2.5e-05
102,0.9973711346939653,0.006519749191057049,2.5e-05
103,0.9973539960516196,0.006534486048576079,2.5e-05
104,0.9972949956453996,0.007065546954871636,2.5e-05
105,0.9971982260450932,0.00714216004460491,2.5e-05
106,0.997462298067825,0.0063241572892823,2.5e-05
107,0.9974654349858916,0.006236717900876279,2.5e-05
