epoch,acc,loss,lr,val_acc,val_loss
0,0.8834011281431899,0.3023676080371551,1e-04,0.8890362095645093,0.3021201803458957
1,0.925297152972504,0.1933619074906285,1e-04,0.8799202024467349,0.35222590556294897
2,0.938985277659337,0.15773587276341886,1e-04,0.8741894350277157,0.3880202247519193
3,0.9506053698392725,0.1295611726142201,1e-04,0.8736695802117896,0.43322636084411087
4,0.9600806491883848,0.10510799307155279,1e-04,0.9044985822805269,0.3049996461220614
5,0.9667160996335297,0.08803962485445112,1e-04,0.9127452936698133,0.2772344885848639
6,0.9722297087959622,0.07346522017739153,1e-04,0.9097617822369253,0.3053788986555704
7,0.9767686748221929,0.061083657777474334,1e-04,0.9129315234544709,0.32493388858132477
8,0.9781808320712666,0.05720622245251779,1e-04,0.9005867538489695,0.3827162026244355
9,0.9791497337252726,0.05444033513500874,1e-04,0.9204088120948611,0.2991416589686955
10,0.9798791215353804,0.052463368917612926,1e-04,0.9069740129268076,0.34168090112507343
11,0.9825763092210642,0.04488290653825395,1e-04,0.9181026436212495,0.3245870754357398
12,0.9830740584215156,0.043843284407593754,1e-04,0.9090688158207991,0.39308426782899486
13,0.9838653017174114,0.041177800490259535,1e-04,0.9180593406121562,0.337690455252378
14,0.9849104620958035,0.03867021797357399,1e-04,0.9062098222454702,0.4030776752349664
15,0.9847681814502821,0.038966453803533856,1e-04,0.8814333958888617,0.5535300696400676
16,0.9848427705378401,0.03866770635303773,1e-04,0.9097459198921685,0.3636980791774204
17,0.9867498053627994,0.033644269413789625,5e-05,0.9160201906219242,0.33422581074158036
18,0.989693821418898,0.026049895788149046,5e-05,0.9305270431548591,0.28597821283528185
19,0.9901911141608544,0.024686808379462702,5e-05,0.9220672357739426,0.35309430823375393
20,0.9906490294358475,0.02364474258904636,5e-05,0.9241515632689469,0.32690941373722293
21,0.9909859518759807,0.022481875153619192,5e-05,0.9219393054331382,0.3657905084821652
22,0.9910925156749756,0.022305607658593726,5e-05,0.91220453358072,0.45349758397054485
23,0.9909764041778127,0.0226162972615244,5e-05,0.9127759548622792,0.44042404243854555
24,0.9908690266458413,0.022761553700777735,5e-05,0.9248883583414274,0.33747291196812323
25,0.9907002249960842,0.023049178720993015,2.5e-05,0.9273242870653708,0.32621566520079853
