epoch,acc,loss,lr
0,0.8274583654098601,0.41401391552899497,0.0007
1,0.857771425073934,0.3368068428071566,0.0007
2,0.8624104332961554,0.3262262568937094,0.0007
3,0.8650346654474641,0.320317583343994,0.0007
4,0.8667025355177844,0.31691944045948944,0.0007
5,0.8677241844588547,0.31473881284019206,0.0007
6,0.868207915416826,0.3130211348499732,0.0007
7,0.8690235012138813,0.3118026885093671,0.0007
8,0.8692257651973863,0.31100275187413273,0.0007
9,0.8694049178329878,0.31050590172668957,0.0007
10,0.8697466767418064,0.3099391098600617,0.0007
11,0.869922579370592,0.309562371593516,0.0007
12,0.8700517177770112,0.30929883088074966,0.0007
13,0.8702059054826673,0.30899964727308327,0.0007
14,0.8700955590177298,0.3089839199331323,0.0007
15,0.870383495308965,0.30891434709419385,0.0007
16,0.8704269533097085,0.3086900201406901,0.0007
17,0.8703985666211748,0.30876177066781135,0.0007
18,0.8705317346028996,0.3086616246950758,0.0007
19,0.870460970518525,0.30851855090161634,0.0007
20,0.8703889429663406,0.30851992004290574,0.0007
21,0.8705423899924774,0.3084570800335298,0.0007
22,0.8704158649625371,0.30849077859761026,0.0007
23,0.8705385131481888,0.3082456024478397,0.0007
24,0.8702930431418697,0.308472094848446,0.0007
25,0.8706270870627574,0.3083511621324937,0.0007
26,0.8705116691182575,0.3083035941419632,0.0007
27,0.8705763112500569,0.3083809218465058,0.0007
28,0.8717702855996046,0.3058423054114714,0.00035
29,0.8719739954430157,0.3056794348721632,0.00035
30,0.8719916421843554,0.3055390139797476,0.00035
31,0.8719404608152489,0.3056200625960484,0.00035
32,0.8719339432874562,0.30567235479610977,0.00035
33,0.8720642666304469,0.3053827459731185,0.00035
34,0.8718194132920878,0.30569101627592415,0.00035
35,0.871903030887411,0.305749415244913,0.00035
36,0.871906550762966,0.3058197168989392,0.00035
37,0.8720317616658565,0.3056049710154345,0.00035
38,0.8724907706322451,0.30446952350708356,0.000175
39,0.8726239096120258,0.30416916993462834,0.000175
40,0.8726748777980111,0.3042497576742564,0.000175
41,0.87258085810931,0.30428299889274496,0.000175
42,0.8727554675150445,0.30415807287745755,0.000175
43,0.8724759512038027,0.30442687659561163,0.000175
44,0.8729926960728179,0.30360653160778456,8.75e-05
45,0.8728587564322244,0.3034927998485535,8.75e-05
46,0.8729000823192686,0.30367299412946563,8.75e-05
47,0.8729185064633688,0.30355137650153086,8.75e-05
48,0.8731338272539172,0.30329556767880256,8.75e-05
49,0.8732470083764002,0.30329574425638567,8.75e-05
50,0.8730338689463587,0.3035455717341783,8.75e-05
51,0.8729339939723083,0.30352793897591873,8.75e-05
52,0.8729796401132339,0.30346599402491703,8.75e-05
53,0.8730410902421056,0.3033106640381459,4.375e-05
54,0.8732715282959961,0.3031520744635596,4.375e-05
55,0.8732579428626086,0.3031076710747693,4.375e-05
56,0.8733859819258559,0.30297245591361,4.375e-05
57,0.8731819136071167,0.303050962081076,4.375e-05
58,0.8732710950559162,0.30318713967363226,4.375e-05
59,0.8732195583188327,0.3031724775666121,4.375e-05
60,0.8732231539949233,0.3031586391665924,4.375e-05
61,0.8733433635690577,0.302812045384169,2.1875e-05
62,0.8732015355880038,0.3030087848504384,2.1875e-05
63,0.8734760307964368,0.3027918321355636,2.1875e-05
64,0.8732132508668101,0.3030009542078392,2.1875e-05
65,0.8735312223434448,0.3027885764790184,2.1875e-05
66,0.8733636598451443,0.30290836919728803,1.09375e-05
67,0.8734160572243339,0.3027766638127925,1.09375e-05
68,0.8734243197652024,0.3027626699510532,1.09375e-05
69,0.8733463328784864,0.3029036850066735,1.09375e-05
70,0.8732678832789357,0.3028761725195965,5.46875e-06
71,0.8734308859748298,0.3027912870543828,5.46875e-06
72,0.8735654805132187,0.30269874368704514,5.46875e-06
73,0.8733509326998091,0.30305992540025034,5.46875e-06
74,0.873456389135659,0.3025503885265775,5.46875e-06
75,0.8735005120153864,0.3027426572913807,5.46875e-06
76,0.873339968740846,0.3026562046618635,5.46875e-06
77,0.8735463889477566,0.30282071647109204,5.46875e-06
78,0.8731202035906944,0.3028966430898338,5.46875e-06
79,0.8733419950162818,0.30286420877040093,2.734375e-06
80,0.873298922421243,0.3028036472262553,2.734375e-06
81,0.873318960128049,0.30277078171476934,2.734375e-06
82,0.873514830689483,0.302679099648673,2.734375e-06
83,0.8735138167513867,0.3026952744001084,1.3671875e-06
84,0.8734613742685242,0.3027430301499781,1.3671875e-06
85,0.8735515965857965,0.3027317531018461,1.3671875e-06
86,0.8735020446928004,0.30274093233484417,1.3671875e-06
87,0.8733831756111193,0.3026212974088075,6.835937e-07
88,0.8734089779251183,0.30266697349329885,6.835937e-07
89,0.8735345289417165,0.3026779038834534,6.835937e-07
90,0.8734932036196451,0.302630204136526,6.835937e-07
91,0.8735172996212144,0.3026673852173261,3.4179686e-07
92,0.873303097665404,0.30268392922565646,3.4179686e-07
93,0.873427858661513,0.3027434914032995,3.4179686e-07
94,0.873548067388188,0.3026905423751186,3.4179686e-07
