epoch,acc,loss,lr,val_acc,val_loss
0,0.8627780537183577,0.389350991151314,1e-04,0.8982935158286508,0.32256993921253624
1,0.9229733246588424,0.20842286062393736,1e-04,0.894521686505145,0.30353323327685433
2,0.9359672213260364,0.16895966697852366,1e-04,0.8940227346157464,0.3119412889689442
3,0.9469323624735293,0.13997879868792923,1e-04,0.8736293489538779,0.42982712492170766
4,0.9571369586019177,0.11419448933081901,1e-04,0.8816401451591431,0.3807064148003426
5,0.9649952223649609,0.09311008143419099,1e-04,0.8912979730470912,0.36341789979340994
6,0.9715082167165553,0.07620791463262361,1e-04,0.9012411715477471,0.33752118202117015
7,0.9751878834289053,0.06624190197160593,1e-04,0.908902289360527,0.30882309553191417
8,0.977267690562448,0.05939820441951158,1e-04,0.9011403458324942,0.363732792774406
9,0.9783825235875699,0.05680758471089036,1e-04,0.9106996524052358,0.3041166699542774
10,0.9794988202247695,0.05339281938660875,1e-04,0.8914716098252244,0.4112206759796603
11,0.9803465790899375,0.05087324482178971,1e-04,0.895791938924414,0.4497492213066169
12,0.9829023455678239,0.04386038565456043,1e-04,0.9089663038103599,0.3541539319328905
13,0.9837860402618002,0.041450265776586864,1e-04,0.9091758901678672,0.4152312425412531
14,0.9854052097429871,0.037168599549209765,1e-04,0.9222476496471195,0.29756180510863545
15,0.9847669645024854,0.038709372994324316,1e-04,0.9215542993207616,0.3011855824637835
16,0.9854511006076345,0.03733103903444859,1e-04,0.9299607652378833,0.2596735604782039
17,0.9871576243474078,0.032727780311990515,5e-05,0.9307741672973934,0.2548378336969323
18,0.9902484208463209,0.02464937257006205,5e-05,0.9294230276205409,0.2625614195240764
19,0.9910942947440468,0.02227544037831336,5e-05,0.9279849088098121,0.3009769127623537
20,0.9913343880251934,0.021559887519658438,5e-05,0.9259044274570435,0.3299246767286475
21,0.9909181742093308,0.02286119281549905,5e-05,0.9244757731129803,0.323992361409927
22,0.9903321394571674,0.024085433728507032,5e-05,0.9243577366738808,0.2961959899146491
23,0.9908784287484739,0.02264817274385408,2.5e-05,0.9284694917558685,0.2948345290716943
