epoch,acc,loss,lr
0,0.6718551003932953,0.8199134665727615,0.0007
1,0.8041147482395172,0.49377892911434174,0.0007
2,0.8225766575336456,0.42794777572154996,0.0007
3,0.8315089094638825,0.40106859982013704,0.0007
4,0.8370927739143371,0.38584431052207946,0.0007
5,0.8407918691635132,0.3757874646782875,0.0007
6,0.8434877908229828,0.3686335039138794,0.0007
7,0.8459398186206818,0.3632172238826752,0.0007
8,0.8478561997413635,0.3584172439575195,0.0007
9,0.8497153306007386,0.35486714392900465,0.0007
10,0.8512198507785798,0.35172097742557523,0.0007
11,0.8526667487621308,0.34853736162185667,0.0007
12,0.8532587862014771,0.34628780752420424,0.0007
13,0.8545123314857483,0.34422697097063065,0.0007
14,0.8554959690570831,0.3421766847372055,0.0007
15,0.8565053737163544,0.3394650450348854,0.0007
16,0.8569852316379547,0.33783467262983324,0.0007
17,0.8579399359226226,0.3364094743132591,0.0007
18,0.8586060774326324,0.33537315398454665,0.0007
19,0.8588563239574433,0.3340149250626564,0.0007
20,0.8596645450592041,0.3325441998243332,0.0007
21,0.860495970249176,0.33075931429862976,0.0007
22,0.8605933833122253,0.3297210317850113,0.0007
23,0.8612954151630402,0.32857135862112047,0.0007
24,0.8618088364601135,0.32787625581026075,0.0007
25,0.8619849848747253,0.32691149055957797,0.0007
26,0.8629184579849243,0.32534637063741684,0.0007
27,0.8629528820514679,0.3246328395605087,0.0007
28,0.863593511581421,0.32411631315946576,0.0007
29,0.8636870145797729,0.3230036702752113,0.0007
30,0.8643577873706818,0.32217499703168867,0.0007
31,0.8646076643466949,0.321025068461895,0.0007
32,0.8647397482395172,0.3210667577385902,0.0007
33,0.8657935750484467,0.3195484817028046,0.0007
34,0.8655924141407013,0.31902063488960264,0.0007
35,0.8661578381061554,0.31760921657085417,0.0007
36,0.8663124966621399,0.3178309905529022,0.0007
37,0.8661679673194885,0.317217081785202,0.0007
