epoch,categorical_accuracy,loss,lr
0,0.8322330897594515,0.4624145174101819,1e-04
1,0.9363010874103408,0.18913167141860507,1e-04
2,0.9557444114255679,0.13032988756071145,1e-04
3,0.9662222957347429,0.09852039269031883,1e-04
4,0.9728628622977089,0.07783374416025424,1e-04
5,0.9754688994956054,0.0684264999848171,1e-04
6,0.9795643299300147,0.055892296744537016,1e-04
7,0.9817862597310336,0.04844336978514424,1e-04
8,0.9816595433635923,0.04875628477459741,1e-04
9,0.9817433723529556,0.048294982422690536,1e-04
10,0.9832737826246409,0.044731551626811944,1e-04
11,0.9842516954099586,0.04105317197581179,1e-04
12,0.9865687360507429,0.03443364862140745,1e-04
13,0.9873046473869215,0.03236124132676006,1e-04
14,0.9856150357455815,0.03757465105374325,1e-04
15,0.9850059669541333,0.039008408826062275,1e-04
16,0.9884757337411998,0.029113478084664208,1e-04
17,0.9888844666134501,0.027734765956563785,1e-04
18,0.9869381678989525,0.03358063415299048,1e-04
19,0.9882953938149728,0.029477177205455812,1e-04
20,0.989697092328968,0.025572059098572294,1e-04
21,0.9902373255711596,0.024204636858496668,1e-04
22,0.9901487911105344,0.02443555591842763,1e-04
23,0.9902677943732878,0.02426501494018717,1e-04
24,0.9902606598950487,0.024174109171917087,1e-04
25,0.990749605741546,0.022812812581016882,1e-04
26,0.9906073354808452,0.02328056284545746,1e-04
27,0.9896998096604671,0.02637814521483524,1e-04
28,0.9922734019692286,0.019022397550579166,1e-04
29,0.992654008040496,0.018102524770456138,1e-04
30,0.9917833671373967,0.02015729455165506,1e-04
31,0.9914178009281791,0.021567546189461037,1e-04
32,0.991605061019578,0.021378997324172873,1e-04
33,0.9925676626616745,0.01880821844086192,1e-04
34,0.9936199551698344,0.015815268585526076,5e-05
35,0.9959126305052831,0.010175517032299585,5e-05
36,0.9965235025020196,0.008661761394029521,5e-05
37,0.9956388601571274,0.010763841040070518,5e-05
38,0.9946808006149521,0.013101087117679476,5e-05
39,0.9953095393158248,0.011334650009564502,5e-05
40,0.9952042845753132,0.01163768912018181,5e-05
41,0.9951499412410068,0.011715865798815379,2.5e-05
42,0.997146225371067,0.007201494749467732,2.5e-05
43,0.9977155484106115,0.005801554826657637,2.5e-05
44,0.9975268526288193,0.006169164436869323,2.5e-05
45,0.9965060027478054,0.008544594024625823,2.5e-05
46,0.9964512444408772,0.008548385474689623,2.5e-05
47,0.9973239703765978,0.006520143535545781,2.5e-05
48,0.9972001449756712,0.006750752284643233,1.25e-05
49,0.9980083255782888,0.0050470784056775774,1.25e-05
50,0.9983585398720716,0.004271742021944521,1.25e-05
51,0.9984636974372382,0.0039587650714018405,1.25e-05
52,0.99833190808364,0.00417910123171835,1.25e-05
53,0.9978176895852714,0.005366922655226707,1.25e-05
54,0.9977402442251149,0.0054781672836827205,1.25e-05
55,0.9981851929925253,0.004467704266237645,1.25e-05
56,0.9982763410179536,0.004251280241891577,6.25e-06
57,0.9985638510371083,0.0036791412464724075,6.25e-06
58,0.9987052646105135,0.003370540579972203,6.25e-06
59,0.9987871938783788,0.003179010894299613,6.25e-06
60,0.9988397147983171,0.003040419583426609,6.25e-06
61,0.9988462136820029,0.0029875097029782114,6.25e-06
62,0.998714723199088,0.0032365807164004322,6.25e-06
63,0.9985122651473795,0.0036987747432808225,6.25e-06
64,0.9986185418297706,0.0034468514974615987,6.25e-06
65,0.998643062690988,0.0033573045854723023,3.125e-06
66,0.9988024859066823,0.0030312237924179667,3.125e-06
67,0.998895775744512,0.0028572985681736074,3.125e-06
68,0.9989509172914153,0.0027435644107501466,3.125e-06
69,0.9989906832881825,0.002659314220821217,3.125e-06
70,0.9990183864536255,0.0025899415401893404,3.125e-06
71,0.9990397330144005,0.0025309181215291575,3.125e-06
72,0.9990524505551958,0.002493190222973737,3.125e-06
73,0.9990187124430098,0.0025388816968165634,3.125e-06
74,0.9989710605539982,0.0026092032719319644,3.125e-06
75,0.9989523252039724,0.002641385036048378,1.5625e-06
76,0.9990273134968292,0.0024954668579271464,1.5625e-06
77,0.9990646497333219,0.0024274087911560003,1.5625e-06
78,0.999090421350458,0.0023791686776844494,1.5625e-06
79,0.9991103613169461,0.002341222450468913,1.5625e-06
80,0.9991258661517223,0.0023084956888509635,1.5625e-06
81,0.9991381219213042,0.002278301910472236,1.5625e-06
82,0.9991510128146287,0.002249042064081701,1.5625e-06
83,0.9991614373186,0.002220513248256309,1.5625e-06
84,0.9991698645490794,0.0021963700411935434,1.5625e-06
85,0.9991706562644874,0.0021893237660437423,1.5625e-06
86,0.9991598173528674,0.0021967580311160716,1.5625e-06
87,0.9991694006121365,0.002171580251019395,1.5625e-06
88,0.9991839419797321,0.002139939025219524,1.5625e-06
89,0.9991753315096971,0.0021497136315530956,7.8125e-07
90,0.999188117035569,0.002127243181260959,7.8125e-07
91,0.9991961482200201,0.002110215905986838,7.8125e-07
92,0.9992037272377978,0.002094225405614623,7.8125e-07
93,0.9992117486293847,0.0020789804999528255,7.8125e-07
94,0.9992184037280873,0.0020643509108768878,7.8125e-07
95,0.9992258178679299,0.0020500581779945375,7.8125e-07
96,0.9992317849237584,0.002035967870023231,7.8125e-07
97,0.9992238805757314,0.002044311453243291,3.90625e-07
98,0.9992235902738044,0.002043821531499473,3.90625e-07
99,0.9992241499736599,0.0020396288867420434,3.90625e-07
100,0.9992278131640164,0.002033483260568661,3.90625e-07
101,0.9991999864578247,0.0020798292381326283,1.953125e-07
102,0.9991943355985162,0.002090017068605152,1.953125e-07
103,0.9991956567877277,0.0020862807641850454,1.953125e-07
104,0.9992001706390019,0.0020783421414551926,1.953125e-07
105,0.999177963059472,0.0021113146102537017,1e-07
106,0.999183912318653,0.002102054974912426,1e-07
107,0.9991893706163524,0.002093532770036427,1e-07
108,0.9991936806065588,0.0020853826460004807,1e-07
109,0.9991977205397017,0.0020775664926029882,1e-07
