epoch,acc,loss,lr,val_acc,val_loss
0,0.9095562968677257,0.20901925879574956,1e-04,0.9435569561761001,0.14787018864319243
1,0.9436620408064359,0.13596001741964192,1e-04,0.9595989132749623,0.10655637470812633
2,0.9524937733943328,0.1221342634316937,1e-04,0.9553868770599365,0.1391249728421199
3,0.9622684873285747,0.09746415056570461,1e-04,0.9567838588665272,0.09705771926533559
4,0.9675148347497502,0.08583479811683362,1e-04,0.9588981969603176,0.09327552897919869
5,0.9724585496502005,0.07347238019060393,1e-04,0.9735867463309189,0.06858378629489191
6,0.9754021968934443,0.06556850393177756,1e-04,0.9717457952170536,0.06638911567178779
7,0.9810980638384303,0.050894950306873556,1e-04,0.9789242785552452,0.05616481300314952
8,0.9826365141641527,0.046670088167524056,1e-04,0.9754947804171463,0.06657361219926126
9,0.9821653042262767,0.04962911301502127,1e-04,0.9735226898357786,0.06446823392641442
10,0.985034998232152,0.040331928737792164,1e-04,0.9741877903198374,0.06281710579862883
11,0.9855251446430817,0.039919654382150865,1e-04,0.9820468477134047,0.04620344015962348
12,0.988456117900419,0.030174200403911274,1e-04,0.9713565511950131,0.07511537661775947
13,0.9887304117669274,0.030440010185841294,1e-04,0.983657266559272,0.050230697560091984
14,0.9849707246858836,0.04209933669237799,1e-04,0.9792504988867661,0.05615600192084395
15,0.9898021262445491,0.027729877364495163,5e-05,0.9838479212645826,0.0439698928726259
16,0.9929194203960947,0.01830097069274392,5e-05,0.9835260530997967,0.052420886385993196
17,0.9944945795711501,0.014104883465714334,5e-05,0.9844050952072801,0.052073537243594384
18,0.9934188922246298,0.016950799787247724,5e-05,0.9820130282434923,0.0614140926587299
19,0.9939918697396398,0.015844491863768403,5e-05,0.9848877695100061,0.050329979477000644
20,0.995467801630755,0.011835409350515831,2.5e-05,0.9822406861288794,0.0677586883178045
21,0.995311514252708,0.011809432521780945,2.5e-05,0.9867849082782351,0.044204190558079504
22,0.9956435464419328,0.010980381126398648,2.5e-05,0.9845312628252753,0.0523359834714311
23,0.9961427798518887,0.00960218369531409,2.5e-05,0.9823710137400133,0.07709047765920646
24,0.9962340193393426,0.009230778629698053,2.5e-05,0.9841968766574202,0.07153925156734627
