epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.9964458626050215,0.0078359094949869,6.25e-06,0.9946230575442314,0.013851657509803772
1,0.9964426091084113,0.007841666845174936,6.25e-06,0.9946496300399303,0.013635508716106415
2,0.9964120731903956,0.007899315999104426,6.25e-06,0.9946205876767635,0.013723764568567276
3,0.9964652249446282,0.0077748913031357985,6.25e-06,0.9946486428380013,0.013641741126775742
4,0.9964800852995652,0.007741746535668006,6.25e-06,0.9946802444756031,0.013580955564975739
5,0.9965418155376727,0.00759126589848445,6.25e-06,0.9946309588849545,0.013668365776538849
6,0.9965642406390264,0.0075085479479569655,6.25e-06,0.9945669211447239,0.013808343559503555
7,0.9964500518945547,0.007801625820306631,3.125e-06,0.9947453960776329,0.01336507499217987
8,0.9965508323449355,0.007595642713400034,3.125e-06,0.9948396049439907,0.013172294944524765
9,0.9965652383290804,0.007535692361684946,3.125e-06,0.9948697276413441,0.013120397925376892
10,0.996620813699869,0.0074258079895606404,3.125e-06,0.99483972042799,0.013161804527044296
11,0.996597224015456,0.007469356518525344,3.125e-06,0.9949389547109604,0.012980267405509949
12,0.9966504041965191,0.007373916644316453,3.125e-06,0.995009757578373,0.012844420969486237
13,0.9966778425069955,0.007308560151320237,3.125e-06,0.9949548505246639,0.012910712510347366
14,0.996686440706253,0.007269642903254582,3.125e-06,0.9949663579463959,0.01290934905409813
15,0.9966874283093673,0.0072624486226301925,3.125e-06,0.9948866851627827,0.013100732117891312
16,0.9967210787993211,0.007218979413692768,3.125e-06,0.9949321150779724,0.013024963438510895
17,0.9967222241254953,0.00717613513653095,3.125e-06,0.9949026070535183,0.01303427666425705
18,0.9966993001791147,0.0072250911822685825,1.5625e-06,0.9948946163058281,0.013024814426898956
19,0.996717295738367,0.007182458730844351,1.5625e-06,0.9949987083673477,0.0128520168364048
20,0.9967472965900714,0.007126169938307542,1.5625e-06,0.9950403794646263,0.012743622064590454
21,0.9967614641556373,0.007088956466087928,1.5625e-06,0.9951121099293232,0.012566663324832916
22,0.9967750751055204,0.007042197997753436,1.5625e-06,0.9950717017054558,0.01262785866856575
23,0.9967836623008435,0.007023909917244544,1.5625e-06,0.9950917325913906,0.012629859149456024
24,0.9967818704935221,0.007033307735736553,1.5625e-06,0.9951086044311523,0.012575007975101471
25,0.9967856934437385,0.007015635417057918,1.5625e-06,0.99516361951828,0.012411490082740784
26,0.9968082652642176,0.0069725357569181004,1.5625e-06,0.9951338730752468,0.01251131296157837
27,0.9967950238631322,0.007000768184661865,1.5625e-06,0.995159775018692,0.01245330274105072
28,0.9968357072426722,0.0069167811136979325,1.5625e-06,0.9951218068599701,0.012577354907989502
29,0.9968531631506407,0.00688093717281635,1.5625e-06,0.9952073842287064,0.012311171740293503
30,0.996828922858605,0.006923662699185885,1.5625e-06,0.9951906651258469,0.012368403375148773
31,0.9968185883301955,0.006949591178160447,1.5625e-06,0.9951865077018738,0.01238025352358818
32,0.9968463718891144,0.006876885890960693,1.5625e-06,0.9951795972883701,0.012407809495925903
33,0.9968538930782905,0.006853409913870004,1.5625e-06,0.9952320232987404,0.01227441057562828
34,0.996868934081151,0.006826428725169255,1.5625e-06,0.9952276833355427,0.012256279587745667
35,0.9968671165979825,0.006837110336010273,7.8125e-07,0.9952083937823772,0.012320652604103088
36,0.9968752801418305,0.006804326864389273,7.8125e-07,0.9952333569526672,0.012283135205507278
37,0.9968919772368211,0.006775286564460167,7.8125e-07,0.9952456504106522,0.012199919670820236
38,0.9968828077499683,0.006781235566506019,7.8125e-07,0.9952562414109707,0.012196078896522522
39,0.9968863235070156,0.006792531563685491,7.8125e-07,0.9952597580850124,0.012205984443426132
40,0.9969058577830975,0.006743321510461661,7.8125e-07,0.9952471628785133,0.012227348983287811
41,0.9969042177383717,0.006735308812214778,7.8125e-07,0.9952656961977482,0.012158963829278946
42,0.9968868787472065,0.006762871375450721,7.8125e-07,0.9952543675899506,0.012166019529104233
43,0.9968643403970279,0.006829277368692251,3.90625e-07,0.9952799640595913,0.012149408459663391
44,0.9969219945944272,0.006706939752285297,3.90625e-07,0.9952700026333332,0.012173809111118317
45,0.9969274016527029,0.00669969182748061,3.90625e-07,0.9952917024493217,0.012100223451852798
46,0.9969345514590924,0.006668515847279476,3.90625e-07,0.9952877759933472,0.012147191911935806
47,0.9969084290357736,0.006729053992491502,3.90625e-07,0.995258629322052,0.012169990688562393
48,0.9968913880678324,0.0067696745579059305,1.953125e-07,0.9952714294195175,0.012141253799200058
49,0.9969300467234391,0.006683861750822801,1.953125e-07,0.9952779822051525,0.012097995728254318
50,0.9968887654634623,0.00677024401151217,1.953125e-07,0.9952663443982601,0.012142088264226913
51,0.9969208689836355,0.006699097615021926,1.953125e-07,0.9952904768288136,0.01211060956120491
52,0.9969139433824099,0.006731750873418955,1.953125e-07,0.9952905178070068,0.012083545327186584
53,0.9969186301414783,0.00669975418310899,1.953125e-07,0.9952995032072067,0.01205749437212944
54,0.9969394220755651,0.0066605017735407905,1.953125e-07,0.995311051607132,0.01206565648317337
55,0.9969210707224332,0.006701212204419649,9.765625e-08,0.9953011572360992,0.01206786185503006
56,0.9969052709065951,0.006746230217126699,9.765625e-08,0.9953028373420238,0.01205768808722496
57,0.9969153463840484,0.006711892439768864,9.765625e-08,0.9953059777617455,0.012056361883878708
58,0.9969407035754277,0.0066476019529195934,9.765625e-08,0.995311226695776,0.012054145336151123
59,0.9969511912419246,0.006625708249899057,9.765625e-08,0.9953180886805058,0.012025505304336548
60,0.9969163766274085,0.006724107723969679,4.8828124e-08,0.9953228272497654,0.012025989592075348
61,0.9969452472833487,0.006654088313762958,4.8828124e-08,0.9953383021056652,0.01197800412774086
62,0.9969074240097633,0.006733563771614662,4.8828124e-08,0.9952995665371418,0.012050095945596695
63,0.996925936295436,0.006694492926964393,4.8828124e-08,0.9953162223100662,0.012030605226755142
64,0.9969099425352537,0.006717470059028038,4.8828124e-08,0.995397862046957,0.01185479387640953
65,0.9969202495538272,0.00669666941349323,4.8828124e-08,0.9953378364443779,0.011977717280387878
66,0.9969555070767036,0.00662542306459867,4.8828124e-08,0.9953363426029682,0.011982809752225876
67,0.9969096999901992,0.006731838904894315,4.8828124e-08,0.9953170493245125,0.012034215033054352
68,0.9969207543593187,0.006710443588403555,4.8828124e-08,0.9953322969377041,0.012017752975225449
69,0.9969621612475469,0.0066201141247382534,4.8828124e-08,0.9953502789139748,0.011949766427278519
70,0.9969417338187878,0.006661415558594924,2.4414062e-08,0.9953225813806057,0.011995095759630203
71,0.9968863702737368,0.006775811085334191,2.4414062e-08,0.9953313730657101,0.012015111744403839
72,0.9969487978861882,0.006653705927041861,2.4414062e-08,0.9953593984246254,0.011941783130168915
73,0.9969293874043684,0.006680311606480525,2.4414062e-08,0.9953741133213043,0.011923301964998245
74,0.9969136719520275,0.0067030535294459416,2.4414062e-08,0.9953516237437725,0.011925503611564636
