epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
32,0.9939365304433383,0.01364915187542255,5e-05,0.990438774228096,0.025056570768356323
33,0.9940137808139508,0.013450997609358568,5e-05,0.9905958510935307,0.024548888206481934
34,0.9940423594071315,0.013364682289270255,5e-05,0.990738533437252,0.02475139871239662
35,0.9936869116929862,0.01418715027662424,2.5e-05,0.9915594011545181,0.021640095859766006
36,0.9940919555150546,0.013312420478233925,2.5e-05,0.9918927662074566,0.020697440952062607
37,0.9943233558764825,0.012683603855279776,2.5e-05,0.9916574209928513,0.021109774708747864
38,0.9943486034870148,0.01250756337092473,2.5e-05,0.991561695933342,0.021394822746515274
39,0.9943544401572301,0.012526955971351037,2.5e-05,0.9925519190728664,0.01902294158935547
40,0.9944418719181648,0.01229621538749108,2.5e-05,0.9927141889929771,0.01882202923297882
41,0.9945710186774914,0.011969075294641349,2.5e-05,0.9929983727633953,0.018107857555150986
42,0.9946050804394942,0.011874413031798143,2.5e-05,0.9925632067024708,0.019067414104938507
43,0.9946608098653646,0.01176981100669274,2.5e-05,0.9926911294460297,0.01869168132543564
44,0.9947858576591199,0.011501800096951998,2.5e-05,0.9927849657833576,0.018484249711036682
45,0.994813005740826,0.011427349769152127,2.5e-05,0.9926170855760574,0.01913270726799965
46,0.9948183641983912,0.011366079862301166,2.5e-05,0.9925181530416012,0.019186392426490784
47,0.9945966638051547,0.01182893285384545,1.25e-05,0.992931567132473,0.018353857100009918
48,0.9950405061244965,0.010921230682959924,1.25e-05,0.9931704998016357,0.01797577738761902
49,0.9953208914169899,0.010280423439466037,1.25e-05,0.9935237430036068,0.01706436276435852
50,0.9954637756714454,0.009954449305167565,1.25e-05,0.9936993457376957,0.01649830862879753
51,0.9955408550225772,0.009779718747505774,1.25e-05,0.9938223920762539,0.016188956797122955
52,0.9956650417584639,0.009552204150419968,1.25e-05,0.9939194656908512,0.01580916717648506
53,0.9957107227582198,0.00943489854152386,1.25e-05,0.9940404482185841,0.015376541763544083
54,0.9958142716151017,0.009235400878466093,1.25e-05,0.9939848780632019,0.015584342181682587
55,0.9959125252870413,0.008992450970869799,1.25e-05,0.9939259067177773,0.015587639063596725
56,0.995917068536465,0.009023060248448298,1.25e-05,0.9940655380487442,0.015291891992092133
57,0.9959319059665387,0.008983484598306508,1.25e-05,0.9941273964941502,0.015094641596078873
58,0.9960279318002554,0.008767289381760817,1.25e-05,0.9939669966697693,0.015545949339866638
59,0.996018012211873,0.008783291853391207,1.25e-05,0.9939122423529625,0.015694569796323776
60,0.9961004775304061,0.008616060018539429,1.25e-05,0.9939727745950222,0.015578366816043854
61,0.996109696993461,0.008559814324745766,1.25e-05,0.9939178638160229,0.015828609466552734
62,0.996147272678522,0.008475285768508912,1.25e-05,0.9937413707375526,0.01645294576883316
63,0.9960922970221593,0.008617246609467727,6.25e-06,0.9940068274736404,0.015718728303909302
64,0.9961731177109938,0.008403143515953651,6.25e-06,0.9944401383399963,0.01479368656873703
65,0.9962191613820883,0.008306136956581703,6.25e-06,0.9946150220930576,0.01414448767900467
66,0.9962487839735471,0.008238571423750658,6.25e-06,0.9944866523146629,0.014558609575033188
67,0.996291208267212,0.008145168652901283,6.25e-06,0.9945799559354782,0.01413126289844513
68,0.9963052827578325,0.008119774781740629,6.25e-06,0.9946610890328884,0.013845458626747131
69,0.996386732504918,0.007918864030104417,6.25e-06,0.9946844354271889,0.013686269521713257
70,0.996437728863496,0.0078107884297004115,6.25e-06,0.9946087971329689,0.013855308294296265
71,0.9964342672091264,0.007829928856629592,6.25e-06,0.9946714453399181,0.013695497065782547
72,0.9964534227664654,0.00778580904006958,6.25e-06,0.9945899657905102,0.013958573341369629
